C_TERRITOIRE_ID;C_LBLTERRITOIRE;C_DEPARTEMENT_ID;C_LBLDEPARTEMENT;C_REGION_ID;C_LBLREGION;TX_ACCESM6;TX_PRESEMPM6;TX_ACCESM6_D;TX_PRESEMPM6_D;DELTA_TX_ACCESM6;DELTA_TX_PRESEMPM6;TERRITOIRE_PROCHE1;TERRITOIRE_PROCHE2;TERRITOIRE_PROCHE3;TERRITOIRE_PROCHE4;TERRITOIRE_PROCHE5;TERRITOIRE_PROCHE6;TERRITOIRE_PROCHE7;TERRITOIRE_PROCHE8;TERRITOIRE_PROCHE9;TERRITOIRE_PROCHE10
CLPE24001;BERGERAC;24;DORDOGNE;75;NOUVELLE-AQUITAINE;0.2339132562;0.1547446148;0.2470005862;0.1629715709;-0.01308733;-0.008226956;CLPE84003;CLPE84004;CLPE24003;CLPE26002;CLPE37003;CLPE17006;CLPE22003;CLPE84001;CLPE86002;CLPE81002
CLPE24002;NONTRON;24;DORDOGNE;75;NOUVELLE-AQUITAINE;0.2230174011;0.1436226251;0.231008636;0.1529758427;-0.007991235;-0.009353218;CLPE86002;CLPE61002;CLPE24001;CLPE46003;CLPE71003;CLPE32001;CLPE87001;CLPE16003;CLPE21004;CLPE64001
CLPE24003;PÉRIGUEUX;24;DORDOGNE;75;NOUVELLE-AQUITAINE;0.2149646912;0.1411572487;0.2316979331;0.154016895;-0.016733242;-0.012859646;CLPE82002;CLPE18001;CLPE16001;CLPE81001;CLPE61003;CLPE58004;CLPE30002;CLPE26002;CLPE84004;CLPE62006
CLPE24004;SARLAT;24;DORDOGNE;75;NOUVELLE-AQUITAINE;0.2527221401;0.1728830385;0.2707724975;0.1849794389;-0.018050357;-0.0120964;CLPE46003;CLPE17003;CLPE40002;CLPE15002;CLPE17004;CLPE40003;CLPE22003;CLPE85003;CLPE33006;CLPE83002
CLPE25001;BESANÇON;25;DOUBS;27;BOURGOGNE-FRANCHE-COMTÉ;0.2223573379;0.14454443;0.2282447801;0.1507308392;-0.005887442;-0.006186409;CLPE14002;CLPE16001;CLPE63001;CLPE76004;CLPE72001;CLPE26001;CLPE42001;CLPE21003;CLPE18001;CLPE37004
CLPE25002;MONTBÉLIARD;25;DOUBS;27;BOURGOGNE-FRANCHE-COMTÉ;0.1931055805;0.1301089813;0.2205647809;0.1475411203;-0.0274592;-0.017432139;CLPE89003;CLPE60003;CLPE27003;CLPE89001;CLPE42001;CLPE27002;CLPE28002;CLPE60001;CLPE45002;CLPE90001
CLPE25003;PONTARLIER;25;DOUBS;27;BOURGOGNE-FRANCHE-COMTÉ;0.26303981;0.167827751;0.2571039059;0.1730804444;0.0059359041;-0.005252693;CLPE39003;CLPE07001;CLPE56002;CLPE70001;CLPE68005;CLPE67003;CLPE42003;CLPE67001;CLPE57003;CLPE63004
CLPE26001;DRÔME - ARDÈCHE CENTRE;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.2484191562;0.166781242;0.2386439491;0.1585531791;0.0097752071;0.0082280629;CLPE71002;CLPE16001;CLPE26002;CLPE28002;CLPE42001;CLPE42003;CLPE82002;CLPE14002;CLPE25001;CLPE60003
CLPE26002;DRÔME - ARDÈCHE SUD;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.2583713604;0.170871599;0.2458775137;0.1642979695;0.0124938466;0.0065736295;CLPE84003;CLPE26001;CLPE30002;CLPE84004;CLPE42003;CLPE82002;CLPE24003;CLPE43002;CLPE24001;CLPE71002
CLPE26003;NORD ARDÈCHE - NORD DRÔME;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.2821998418;0.188707391;0.2689725154;0.1788741646;0.0132273263;0.0098332265;CLPE37002;CLPE29004;CLPE37001;CLPE49003;CLPE16002;CLPE56002;CLPE41002;CLPE35001;CLPE22003;CLPE72003
CLPE26004;VALLÉE DE LA DRÔME;26;DRÔME;84;AUVERGNE-RHÔNE-ALPES;0.2828682054;0.1712173782;0.2552598056;0.1687586818;0.0276083997;0.0024586964;CLPE64001;CLPE33007;CLPE04001;CLPE26002;CLPE22003;CLPE43001;CLPE81002;CLPE63004;CLPE39001;CLPE46003
CLPE27001;BERNAY;27;EURE;24;CENTRE-VAL DE LOIRE;0.25;0.1428571429;0.2454179196;0.1670812172;0.0045820804;-0.024224074;CLPE14004;CLPE76003;CLPE71004;CLPE33005;CLPE67003;CLPE41002;CLPE76001;CLPE72002;CLPE28001;CLPE27003
CLPE27001;BERNAY;27;EURE;28;NORMANDIE;0.2344283948;0.1599770615;0.2454179196;0.1670812172;-0.010989525;-0.007104156;CLPE14004;CLPE76003;CLPE71004;CLPE33005;CLPE67003;CLPE41002;CLPE76001;CLPE72002;CLPE28001;CLPE27003
CLPE27002;ÉVREUX;27;EURE;28;NORMANDIE;0.2168427178;0.1462916451;0.2195804805;0.147064503;-0.002737763;-0.000772858;CLPE60001;CLPE76004;CLPE28002;CLPE76002;CLPE60003;CLPE13003;CLPE89003;CLPE42001;CLPE60004;CLPE16001
CLPE27003;LES ANDELYS;27;EURE;28;NORMANDIE;0.2303792161;0.1570266727;0.237180338;0.1582991774;-0.006801122;-0.001272505;CLPE28002;CLPE60001;CLPE45001;CLPE38003;CLPE60003;CLPE89003;CLPE27001;CLPE27002;CLPE71002;CLPE67001
CLPE28001;BEAUCE DUNOISE;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.2417482796;0.1603780064;0.2377241681;0.1558145851;0.0040241115;0.0045634213;CLPE61001;CLPE89001;CLPE41003;CLPE14004;CLPE27001;CLPE61002;CLPE02001;CLPE45001;CLPE89003;CLPE71002
CLPE28002;CHARTRAIN;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.240054536;0.1601627028;0.2284251064;0.1534868541;0.0116294296;0.0066758487;CLPE60003;CLPE27002;CLPE27003;CLPE60001;CLPE76004;CLPE71002;CLPE16001;CLPE26001;CLPE13003;CLPE72001
CLPE28003;DREUX ET DES PORTES EURÉLIENNES D'ÎLE-DE-FRANCE;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.2159725763;0.1438551577;0.2174338229;0.146128017;-0.001461247;-0.002272859;CLPE60001;CLPE45002;CLPE28002;CLPE27002;CLPE60004;CLPE89003;CLPE60003;CLPE90001;CLPE13003;CLPE76004
CLPE28003;DREUX ET DES PORTES EURÉLIENNES D'ÎLE-DE-FRANCE;28;EURE-ET-LOIR;28;NORMANDIE;0.2278557287;0.1584746492;0.2174338229;0.146128017;0.0104219058;0.0123466322;CLPE60001;CLPE45002;CLPE28002;CLPE27002;CLPE60004;CLPE89003;CLPE60003;CLPE90001;CLPE13003;CLPE76004
CLPE28004;PERCHE - NOGENT;28;EURE-ET-LOIR;24;CENTRE-VAL DE LOIRE;0.2169574934;0.1412447234;0.2257187865;0.1484671937;-0.008761293;-0.00722247;CLPE52001;CLPE36001;CLPE87004;CLPE09003;CLPE37003;CLPE65003;CLPE57003;CLPE46001;CLPE19003;CLPE07003
CLPE29001;BREST;29;FINISTÈRE;53;BRETAGNE;0.2630982004;0.1775067937;0.2581876109;0.1726903343;0.0049105895;0.0048164594;CLPE56003;CLPE86003;CLPE79002;CLPE29003;CLPE49001;CLPE64002;CLPE22002;CLPE40001;CLPE73002;CLPE17002
CLPE29002;CENTRE-OUEST BRETAGNE;29;FINISTÈRE;53;BRETAGNE;0.2367029516;0.1523966201;0.2237265354;0.1458170911;0.0129764162;0.006579529;CLPE47003;CLPE36003;CLPE17005;CLPE61002;CLPE21004;CLPE63002;CLPE23001;CLPE03003;CLPE24002;CLPE89001
CLPE29003;CORNOUAILLE;29;FINISTÈRE;53;BRETAGNE;0.2814194636;0.1901747765;0.2650425124;0.1782980853;0.0163769511;0.0118766912;CLPE22003;CLPE40003;CLPE56003;CLPE56001;CLPE40001;CLPE19001;CLPE17006;CLPE29001;CLPE35003;CLPE64002
CLPE29004;MORLAIX;29;FINISTÈRE;53;BRETAGNE;0.2820452403;0.1918394596;0.2699385342;0.179796613;0.0121067062;0.0120428466;CLPE22003;CLPE37002;CLPE26003;CLPE37001;CLPE29003;CLPE22001;CLPE49003;CLPE40001;CLPE21001;CLPE17006
CLPE2A001;AJACCIO;2A;CORSE-DU-SUD;94;CORSE;0.2439440727;0.1753902899;0.25945835;0.1816942372;-0.015514277;-0.006303947;CLPE2B001;CLPE83002;CLPE2B003;CLPE83003;CLPE06001;CLPE2B002;CLPE17002;CLPE33001;CLPE64003;CLPE83001
CLPE2A002;SARTÈNE - PORTO-VECCHIO;2A;CORSE-DU-SUD;94;CORSE;0.3218606128;0.2486267662;0.2975272428;0.2058088879;0.02433337;0.0428178782;CLPE2B002;CLPE2A001;CLPE65001;CLPE2B001;CLPE73001;CLPE2B003;CLPE83002;CLPE73003;CLPE64003;CLPE24004
CLPE2B001;BASTIA;2B;HAUTE-CORSE;94;CORSE;0.2508543302;0.1786412231;0.2495066443;0.1726131936;0.0013476859;0.0060280295;CLPE2A001;CLPE2B003;CLPE83002;CLPE83003;CLPE83001;CLPE17002;CLPE06001;CLPE48001;CLPE64003;CLPE81001
CLPE2B002;CENTRE CORSE - BALAGNE;2B;HAUTE-CORSE;94;CORSE;0.310346274;0.2378195851;0.266777329;0.1893653481;0.043568945;0.048454237;CLPE2A001;CLPE2B001;CLPE83002;CLPE2B003;CLPE2A002;CLPE65001;CLPE24004;CLPE64003;CLPE06001;CLPE17004
CLPE2B003;PLAINE ORIENTALE;2B;HAUTE-CORSE;94;CORSE;0.2433327557;0.1739934146;0.2470360112;0.1693642828;-0.003703256;0.0046291318;CLPE2B001;CLPE83002;CLPE2A001;CLPE83001;CLPE24004;CLPE66001;CLPE30002;CLPE84001;CLPE83003;CLPE84003
CLPE30001;GARD CENTRE-SUD;30;GARD;76;OCCITANIE;0.2223324856;0.1484690092;0.223065256;0.1476621859;-0.00073277;0.0008068233;CLPE11003;CLPE30002;CLPE84004;CLPE66002;CLPE82002;CLPE13003;CLPE26001;CLPE24003;CLPE42001;CLPE18001
CLPE30002;GARD NORD-EST;30;GARD;76;OCCITANIE;0.2237935507;0.1493358379;0.245881504;0.163115584;-0.022087953;-0.013779746;CLPE26002;CLPE84004;CLPE30001;CLPE24003;CLPE84003;CLPE34002;CLPE83001;CLPE84001;CLPE82002;CLPE26001
CLPE30003;GARD NORD-OUEST;30;GARD;76;OCCITANIE;0.177511435;0.113733869;0.1907608902;0.1254522149;-0.013249455;-0.011718346;CLPE08001;CLPE54002;CLPE03001;CLPE02002;CLPE18003;CLPE59001;CLPE66002;CLPE11002;CLPE57001;CLPE34001
CLPE31001;MURET;31;HAUTE-GARONNE;76;OCCITANIE;0.2208308674;0.149447147;0.2541600927;0.1723263005;-0.033329225;-0.022879154;CLPE38003;CLPE31002;CLPE83001;CLPE33005;CLPE38004;CLPE64002;CLPE01002;CLPE22002;CLPE67003;CLPE73002
CLPE31002;NORD HAUTE-GARONNE;31;HAUTE-GARONNE;76;OCCITANIE;0.2452426525;0.1666525128;0.2628100577;0.1793591532;-0.017567405;-0.01270664;CLPE31001;CLPE69D04;CLPE33002;CLPE73002;CLPE69D02;CLPE69D03;CLPE38003;CLPE01002;CLPE67004;CLPE01001
CLPE31003;SAINT-GAUDENS;31;HAUTE-GARONNE;76;OCCITANIE;0.2023594474;0.1308292378;0.2163349088;0.1418037104;-0.013975461;-0.010974473;CLPE23001;CLPE81003;CLPE11003;CLPE11001;CLPE07003;CLPE81001;CLPE24003;CLPE03003;CLPE63002;CLPE46001
CLPE31004;TOULOUSE MÉTROPOLE;31;HAUTE-GARONNE;76;OCCITANIE;0.2278488451;0.1510583149;0.2418001041;0.1601844534;-0.013951259;-0.009126139;CLPE33003;CLPE63001;CLPE21003;CLPE44001;CLPE34003;CLPE38002;CLPE13001;CLPE14002;CLPE37004;CLPE35002
CLPE32001;CONDOM;32;GERS;76;OCCITANIE;0.2466118752;0.1620261657;0.2428524317;0.1590102392;0.0037594436;0.0030159265;CLPE24001;CLPE24002;CLPE32002;CLPE16004;CLPE86002;CLPE64001;CLPE22003;CLPE19002;CLPE43001;CLPE17001
CLPE32002;L'ISLE JOURDAIN - AUCH;32;GERS;76;OCCITANIE;0.233822893;0.1516494716;0.2476584069;0.1633184566;-0.013835514;-0.011668985;CLPE19002;CLPE86002;CLPE12003;CLPE40001;CLPE19001;CLPE64001;CLPE87003;CLPE15001;CLPE24001;CLPE46002
CLPE33001;BASSIN D'ARCACHON ET DU VAL DE L'EYRE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2727780197;0.1858863077;0.277966173;0.1900880684;-0.005188153;-0.004201761;CLPE17002;CLPE64003;CLPE56001;CLPE85003;CLPE40003;CLPE35003;CLPE17003;CLPE29003;CLPE40002;CLPE24004
CLPE33002;BORDEAUX HORS MÉTROPOLE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2598737771;0.1769340492;0.2712554124;0.1858418506;-0.011381635;-0.008907801;CLPE69D04;CLPE69D03;CLPE01001;CLPE69D02;CLPE31002;CLPE69D01;CLPE74001;CLPE73002;CLPE67002;CLPE22001
CLPE33003;BORDEAUX MÉTROPOLE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2458285772;0.1610460784;0.2397248101;0.159179934;0.0061037671;0.0018661444;CLPE31004;CLPE44001;CLPE63001;CLPE21003;CLPE13001;CLPE14002;CLPE37004;CLPE34003;CLPE35002;CLPE38002
CLPE33004;GRAND LIBOURNAIS;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2411352494;0.1513826643;0.2499085543;0.1646325829;-0.008773305;-0.013249919;CLPE33007;CLPE84003;CLPE82002;CLPE24001;CLPE84004;CLPE47001;CLPE26002;CLPE17006;CLPE24003;CLPE40001
CLPE33005;HAUTE GIRONDE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2463952059;0.1646356648;0.2487860781;0.1638240392;-0.002390872;0.0008116256;CLPE27001;CLPE31001;CLPE63003;CLPE17006;CLPE33007;CLPE76003;CLPE84003;CLPE40001;CLPE83001;CLPE63004
CLPE33006;MÉDOC;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2769952376;0.1819345928;0.2753669457;0.1871164073;0.0016282919;-0.005181815;CLPE29004;CLPE22001;CLPE22003;CLPE14001;CLPE56001;CLPE40002;CLPE40003;CLPE26003;CLPE63004;CLPE29003
CLPE33007;SUD GIRONDE;33;GIRONDE;75;NOUVELLE-AQUITAINE;0.2566435155;0.1618292231;0.255752432;0.1676914858;0.0008910834;-0.005862263;CLPE47002;CLPE17001;CLPE33004;CLPE22003;CLPE33005;CLPE40001;CLPE47001;CLPE37002;CLPE49003;CLPE84003
CLPE34001;BÉZIERS;34;HÉRAULT;76;OCCITANIE;0.214815271;0.1413405466;0.2155942772;0.1414355043;-0.000779006;-0.000094958;CLPE11003;CLPE11001;CLPE66002;CLPE66001;CLPE30001;CLPE31003;CLPE09003;CLPE84004;CLPE81003;CLPE81001
CLPE34002;LODÈVE;34;HÉRAULT;76;OCCITANIE;0.2326139211;0.1492381496;0.2344174585;0.1554323078;-0.001803537;-0.006194158;CLPE30002;CLPE84004;CLPE30001;CLPE82002;CLPE24003;CLPE26002;CLPE11003;CLPE81002;CLPE03003;CLPE26001
CLPE34003;MONTPELLIER;34;HÉRAULT;76;OCCITANIE;0.2290090886;0.1502378355;0.2345469325;0.1547315468;-0.005537844;-0.004493711;CLPE38002;CLPE13001;CLPE51003;CLPE63001;CLPE21003;CLPE06002;CLPE14002;CLPE37004;CLPE67005;CLPE31004
CLPE35001;REDON;35;ILLE-ET-VILAINE;52;PAYS DE LA LOIRE;0.2641898463;0.1763859171;0.2778559628;0.1881746269;-0.013666116;-0.01178871;CLPE01004;CLPE22001;CLPE35004;CLPE56002;CLPE42002;CLPE01002;CLPE37002;CLPE44003;CLPE37001;CLPE26003
CLPE35001;REDON;35;ILLE-ET-VILAINE;53;BRETAGNE;0.2861603869;0.191943577;0.2778559628;0.1881746269;0.0083044241;0.0037689501;CLPE01004;CLPE22001;CLPE35004;CLPE56002;CLPE42002;CLPE01002;CLPE37002;CLPE44003;CLPE37001;CLPE26003
CLPE35002;RENNES;35;ILLE-ET-VILAINE;53;BRETAGNE;0.2636301499;0.1764560373;0.258788735;0.1722542166;0.004841415;0.0042018208;CLPE44001;CLPE45003;CLPE33003;CLPE37004;CLPE73002;CLPE74001;CLPE49001;CLPE31004;CLPE31002;CLPE01002
CLPE35003;SAINT-MALO;35;ILLE-ET-VILAINE;53;BRETAGNE;0.2885599274;0.1967346261;0.2791236432;0.1891686808;0.0094362843;0.0075659453;CLPE56001;CLPE22001;CLPE44003;CLPE29003;CLPE17002;CLPE40003;CLPE39002;CLPE21001;CLPE22003;CLPE29004
CLPE35004;VITRÉ - FOUGÈRES;35;ILLE-ET-VILAINE;53;BRETAGNE;0.2900763851;0.2012528709;0.2831676612;0.1925656976;0.0069087239;0.0086871733;CLPE49002;CLPE35001;CLPE42002;CLPE67002;CLPE53002;CLPE44003;CLPE53003;CLPE01004;CLPE22001;CLPE44002
CLPE36001;CHÂTEAUROUX;36;INDRE;24;CENTRE-VAL DE LOIRE;0.2242790446;0.1456643038;0.2140237254;0.1420169372;0.0102553192;0.0036473666;CLPE03002;CLPE88001;CLPE65003;CLPE18001;CLPE71001;CLPE81003;CLPE58004;CLPE52003;CLPE10003;CLPE57003
CLPE36002;ISSOUDUN;36;INDRE;24;CENTRE-VAL DE LOIRE;0.2200361432;0.1493820683;0.2136086783;0.1409512443;0.0064274648;0.008430824;CLPE70002;CLPE55002;CLPE81003;CLPE63002;CLPE36001;CLPE18002;CLPE58003;CLPE03002;CLPE88002;CLPE71001
CLPE36003;LA CHÂTRE;36;INDRE;24;CENTRE-VAL DE LOIRE;0.2221307796;0.1416280114;0.2214376262;0.1443050736;0.0006931534;-0.002677062;CLPE21004;CLPE17005;CLPE29002;CLPE23001;CLPE58003;CLPE16003;CLPE61002;CLPE03003;CLPE47003;CLPE24002
CLPE36004;LE BLANC;36;INDRE;24;CENTRE-VAL DE LOIRE;0.2007221458;0.1299862448;0.2254198544;0.1471716469;-0.024697709;-0.017185402;CLPE36003;CLPE03003;CLPE47003;CLPE23001;CLPE29002;CLPE17005;CLPE89001;CLPE21004;CLPE28001;CLPE58001
CLPE37001;AMBOISE;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.2614090741;0.1773810402;0.2726302146;0.1836033712;-0.01122114;-0.006222331;CLPE26003;CLPE29004;CLPE29003;CLPE37002;CLPE22003;CLPE22001;CLPE44003;CLPE42002;CLPE40001;CLPE79002
CLPE37002;CHINON;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.2631429598;0.1724428217;0.2692995034;0.1799248615;-0.006156544;-0.00748204;CLPE26003;CLPE29004;CLPE37001;CLPE49003;CLPE16002;CLPE41002;CLPE35001;CLPE22003;CLPE21001;CLPE42002
CLPE37003;LOCHES;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.2230554143;0.1436378822;0.2366986281;0.1574237904;-0.013643214;-0.013785908;CLPE71003;CLPE16003;CLPE24001;CLPE61002;CLPE63004;CLPE86002;CLPE17005;CLPE63003;CLPE19001;CLPE41003
CLPE37004;TOURS;37;INDRE-ET-LOIRE;24;CENTRE-VAL DE LOIRE;0.2395984815;0.1573338759;0.2399918566;0.1590060246;-0.000393375;-0.001672149;CLPE14002;CLPE45003;CLPE21003;CLPE49001;CLPE63001;CLPE44001;CLPE25001;CLPE72001;CLPE28002;CLPE76004
CLPE38001;ALPES SUD ISÈRE ET VERCORS;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.3414654266;0.2136685158;0.2901880176;0.189712774;0.051277409;0.0239557418;CLPE05001;CLPE74002;CLPE64003;CLPE24004;CLPE56001;CLPE35003;CLPE65002;CLPE74004;CLPE85003;CLPE40003
CLPE38002;GRENOBLE CENTRE;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.2447670991;0.1601448134;0.2321251413;0.1534554151;0.0126419578;0.0066893982;CLPE34003;CLPE69M02;CLPE13001;CLPE21003;CLPE51003;CLPE63001;CLPE37004;CLPE14002;CLPE28002;CLPE25001
CLPE38003;LA TOUR DU PIN;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.2587381464;0.1770500005;0.2551049566;0.1730848926;0.0036331897;0.0039651079;CLPE01002;CLPE01004;CLPE67004;CLPE31001;CLPE67003;CLPE27003;CLPE38004;CLPE22002;CLPE67001;CLPE45003
CLPE38004;VIENNE;38;ISÈRE;84;AUVERGNE-RHÔNE-ALPES;0.2517657711;0.1712105696;0.2531369556;0.1706027452;-0.001371185;0.0006078244;CLPE38003;CLPE31001;CLPE67003;CLPE33005;CLPE67004;CLPE22002;CLPE42003;CLPE19001;CLPE26002;CLPE68005
CLPE39001;DOLE;39;JURA;27;BOURGOGNE-FRANCHE-COMTÉ;0.2371617535;0.1587986237;0.2526616452;0.1700288667;-0.015499892;-0.011230243;CLPE71002;CLPE86001;CLPE01002;CLPE39002;CLPE56002;CLPE64002;CLPE42003;CLPE71004;CLPE41002;CLPE41001
CLPE39002;LONS-LE-SAUNIER;39;JURA;27;BOURGOGNE-FRANCHE-COMTÉ;0.2716956759;0.1809819708;0.2611904638;0.1757248179;0.0105052121;0.005257153;CLPE50001;CLPE40001;CLPE39001;CLPE71005;CLPE12002;CLPE64002;CLPE29003;CLPE42002;CLPE35003;CLPE50003
CLPE39003;SAINT-CLAUDE;39;JURA;27;BOURGOGNE-FRANCHE-COMTÉ;0.272600115;0.1709522897;0.2534781821;0.1691244471;0.0191219329;0.0018278426;CLPE25003;CLPE07001;CLPE56002;CLPE86001;CLPE70001;CLPE39001;CLPE71002;CLPE70003;CLPE26002;CLPE41001
CLPE40001;EST LANDES;40;LANDES;75;NOUVELLE-AQUITAINE;0.2577414778;0.1715447651;0.2547066485;0.1705097772;0.0030348293;0.0010349879;CLPE19001;CLPE64002;CLPE47001;CLPE17006;CLPE29003;CLPE22003;CLPE50003;CLPE41001;CLPE79002;CLPE22002
CLPE40002;NORD-OUEST LANDES;40;LANDES;75;NOUVELLE-AQUITAINE;0.2842851841;0.1955383283;0.2756453281;0.1876476907;0.008639856;0.0078906376;CLPE40003;CLPE85003;CLPE17003;CLPE33006;CLPE24004;CLPE17002;CLPE29003;CLPE85004;CLPE56001;CLPE33001
CLPE40003;SUD-OUEST LANDES;40;LANDES;75;NOUVELLE-AQUITAINE;0.2831822545;0.1933155593;0.2769532223;0.1880674896;0.0062290321;0.0052480697;CLPE29003;CLPE17002;CLPE56001;CLPE17003;CLPE35003;CLPE40002;CLPE17006;CLPE56003;CLPE44003;CLPE64003
CLPE41001;BLOIS;41;LOIR-ET-CHER;24;CENTRE-VAL DE LOIRE;0.2442478288;0.1627524386;0.259653491;0.1732406478;-0.015405662;-0.010488209;CLPE01002;CLPE64002;CLPE71002;CLPE22002;CLPE45003;CLPE40001;CLPE71005;CLPE47001;CLPE79002;CLPE49001
CLPE41002;ROMORANTIN-LANTHENAY;41;LOIR-ET-CHER;24;CENTRE-VAL DE LOIRE;0.2228447299;0.1504098393;0.2530214758;0.1678926632;-0.030176746;-0.017482824;CLPE71004;CLPE27001;CLPE56002;CLPE14004;CLPE37002;CLPE41003;CLPE86001;CLPE26003;CLPE39001;CLPE72002
